sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_4387_sent_00151,doc_4387,151,For databases the default database is slurm_acct_db.,21870,21922,52,1,2026-01-26T12:31:03Z
doc_4387_sent_00152,doc_4387,152,Note the name can not have a '/' in it or the default will be used.,21923,21991,67,1,2026-01-26T12:31:03Z
doc_4387_sent_00153,doc_4387,153,StoragePass: Define the password used to gain access to the database to store the job accounting data.,21991,22094,102,1,2026-01-26T12:31:03Z
doc_4387_sent_00154,doc_4387,154,StoragePort: Define the port on which the database is listening.,22094,22159,64,1,2026-01-26T12:31:03Z
doc_4387_sent_00155,doc_4387,155,Define the accounting storage mechanism.,22172,22212,40,1,2026-01-26T12:31:03Z
doc_4387_sent_00156,doc_4387,156,"The only acceptable value at present is ""accounting_storage/mysql"".",22213,22280,67,1,2026-01-26T12:31:03Z
doc_4387_sent_00157,doc_4387,157,"The value ""accounting_storage/mysql"" indicates that accounting records should be written to a MySQL or MariaDB database specified by the StorageLoc parameter. This value must be specified.",22281,22470,188,1,2026-01-26T12:31:03Z
doc_4387_sent_00158,doc_4387,158,StorageUser: Define the name of the user we are going to connect to the database with to store the job accounting data.,22470,22590,119,1,2026-01-26T12:31:03Z
doc_4387_sent_00159,doc_4387,159,"MySQL Configuration
While Slurm will create the database tables automatically you will need to make sure the StorageUser is given permissions in the MySQL or MariaDB database to do so. As the mysql user grant privileges to that user using a command such as:
GRANT ALL ON StorageLoc.*",22590,22873,283,1,2026-01-26T12:31:03Z
doc_4387_sent_00160,doc_4387,160,"TO 'StorageUser'@'StorageHost';
(The ticks are needed)",22874,22929,54,1,2026-01-26T12:31:03Z
doc_4387_sent_00161,doc_4387,161,(You need to be root to do this.,22929,22961,32,1,2026-01-26T12:31:03Z
doc_4387_sent_00162,doc_4387,162,Also in the info for password usage there is a line that starts with '->'.,22962,23036,74,1,2026-01-26T12:31:03Z
doc_4387_sent_00163,doc_4387,163,This a continuation prompt since the previous mysql statement did not end with a ';'.,23037,23122,85,1,2026-01-26T12:31:03Z
doc_4387_sent_00164,doc_4387,164,It assumes that you wish to input more info.),23123,23169,45,1,2026-01-26T12:31:03Z
doc_4387_sent_00165,doc_4387,165,"If you want Slurm to create the database itself, and any future databases, you can change your grant line to be *.*",23169,23284,115,1,2026-01-26T12:31:03Z
doc_4387_sent_00166,doc_4387,166,instead of StorageLoc.*,23285,23309,23,1,2026-01-26T12:31:03Z
doc_4387_sent_00167,doc_4387,167,"Live example:
mysql@snowflake:~$ mysql
Welcome to the MySQL monitor.",23309,23377,68,1,2026-01-26T12:31:03Z
doc_4387_sent_00168,doc_4387,168,Commands end with ; or \g.,23377,23404,26,1,2026-01-26T12:31:03Z
doc_4387_sent_00169,doc_4387,169,"Your MySQL connection id is 538
Server version: 5.0.51a-3ubuntu5.1 (Ubuntu)",23404,23480,75,1,2026-01-26T12:31:03Z
doc_4387_sent_00170,doc_4387,170,Type 'help;' or '\h' for help. Type '\c' to clear the buffer.,23480,23542,61,1,2026-01-26T12:31:03Z
doc_4387_sent_00171,doc_4387,171,"mysql> create user 'slurm'@'localhost' identified by 'password';
Query OK, 0 rows affected (0.00 sec)
mysql> grant all on slurm_acct_db.*",23542,23679,137,1,2026-01-26T12:31:03Z
doc_4387_sent_00172,doc_4387,172,"TO 'slurm'@'localhost';
Query OK, 0 rows affected (0.00 sec)",23680,23741,60,1,2026-01-26T12:31:03Z
doc_4387_sent_00173,doc_4387,173,"You may also need to do the same with the system name in order for mysql to work correctly:
mysql> grant all on slurm_acct_db.*",23741,23868,127,1,2026-01-26T12:31:03Z
doc_4387_sent_00174,doc_4387,174,"TO 'slurm'@'system0';
Query OK, 0 rows affected (0.00 sec)
where 'system0' is the localhost or database storage host.",23869,23987,117,1,2026-01-26T12:31:03Z
doc_4387_sent_00175,doc_4387,175,"or with a password...
mysql> grant all on slurm_acct_db.*",23987,24044,57,1,2026-01-26T12:31:03Z
doc_4387_sent_00176,doc_4387,176,"TO 'slurm'@'localhost'
 -> identified by 'some_pass' with grant option;",24045,24117,71,1,2026-01-26T12:31:03Z
doc_4387_sent_00177,doc_4387,177,"Query OK, 0 rows affected (0.00 sec)",24117,24154,36,1,2026-01-26T12:31:03Z
doc_4387_sent_00178,doc_4387,178,"The same is true in the case, you made to do the same with the system name:
mysql> grant all on slurm_acct_db.*",24154,24265,111,1,2026-01-26T12:31:03Z
doc_4387_sent_00179,doc_4387,179,"TO 'slurm'@'system0'
 -> identified by 'some_pass' with grant option;
where 'system0' is the localhost or database storage host.",24266,24395,128,1,2026-01-26T12:31:03Z
doc_4387_sent_00180,doc_4387,180,"Verify you have InnoDB support
mysql> SHOW ENGINES;
| Engine | Support | Comment | Transactions | XA | Savepoints |
| ...",24395,24516,121,1,2026-01-26T12:31:03Z
doc_4387_sent_00181,doc_4387,181,"| | | | | |
| InnoDB | DEFAULT | Supports transactions, row-level locking, and foreign keys | YES | YES |",24517,24622,105,1,2026-01-26T12:31:03Z
doc_4387_sent_00182,doc_4387,182,"YES |
| ...",24623,24634,11,1,2026-01-26T12:31:03Z
doc_4387_sent_00183,doc_4387,183,"| | | | | |
Then create the database:
mysql> create database slurm_acct_db;
This will grant user 'slurm' access to do what it needs to do on the local host or the storage host system.",24635,24818,183,1,2026-01-26T12:31:03Z
doc_4387_sent_00184,doc_4387,184,This must be done before the SlurmDBD will work properly.,24819,24876,57,1,2026-01-26T12:31:03Z
doc_4387_sent_00185,doc_4387,185,After you grant permission to the user 'slurm' in mysql then you can start SlurmDBD and the other Slurm daemons.,24877,24989,112,1,2026-01-26T12:31:03Z
doc_4387_sent_00186,doc_4387,186,You start SlurmDBD by typing its pathname '/usr/sbin/slurmdbd' or '/etc/init.d/slurmdbd start'.,24990,25085,95,1,2026-01-26T12:31:03Z
doc_4387_sent_00187,doc_4387,187,You can verify that SlurmDBD is running by typing 'ps aux | grep slurmdbd'.,25086,25162,75,1,2026-01-26T12:31:03Z
doc_4387_sent_00188,doc_4387,188,If the SlurmDBD is not running you can use the -v option when you start SlurmDBD to get more detailed information.,25162,25276,114,1,2026-01-26T12:31:03Z
doc_4387_sent_00189,doc_4387,189,Starting the SlurmDBD in daemon mode with the '-D' option can also help in debugging so you don't have to go to the log to find the problem.,25277,25418,140,1,2026-01-26T12:31:03Z
doc_4387_sent_00190,doc_4387,190,"SlurmDBD Archive and Purge
As time goes on, the slurm database can grow large enough that it is hard to manage. To maintain the database at a reasonable size, slurmdbd supports archiving and purging data based on its age. Purged data will be deleted from the database, but you can choose to archive the data as it is being purged. Archived data will be placed in flat files that can later be loaded into a slurmdbd by sacctmgr.",25418,25846,427,1,2026-01-26T12:31:03Z
doc_4387_sent_00191,doc_4387,191,"It is strongly recommended to make a plan for data retention shortly after setting up accounting. If purging is added after the database has already grown to an unwieldy size, it may difficult to catch up to the desired purge interval. Monitor table sizes and system utilization to decide how long you want to retain data, and try to set the relevant configuration options before you reach that time.",25846,26247,400,1,2026-01-26T12:31:03Z
doc_4387_sent_00192,doc_4387,192,Archive and Purge options come in the form of Archive${*} and Purge${*}After. See slurmdbd.conf(5) for more details on the available configuration parameters.,26247,26406,158,1,2026-01-26T12:31:03Z
doc_4387_sent_00193,doc_4387,193,The units for the purge options are important.,26406,26452,46,1,2026-01-26T12:31:03Z
doc_4387_sent_00194,doc_4387,194,"For example: PurgeJobsAfter=12months will purge jobs more than 12 months old at the beginning of each month, while PurgeJobsAfter=365days will purge jobs older than 365 days old at the beginning of each day.",26453,26660,207,1,2026-01-26T12:31:03Z
doc_4387_sent_00195,doc_4387,195,"This distinction can be useful for very active clusters, reducing the amount of data that needs to be purged at one time.",26661,26783,121,1,2026-01-26T12:31:03Z
doc_4387_sent_00196,doc_4387,196,"Archive Server
If ongoing access to Archived/Purged data is required at your site, it is possible to create an archive instance of slurmdbd. Data previously archived and purged from the production database can be loaded into the archive server, keeping the production database at a manageable size while making sure old records are still accessible.",26783,27133,349,1,2026-01-26T12:31:03Z
doc_4387_sent_00197,doc_4387,197,The archive instance of slurmdbd should not be able to communicate with the production server.,27133,27227,94,1,2026-01-26T12:31:03Z
doc_4387_sent_00198,doc_4387,198,Ideally they would have separate instances of MySQL/MariaDB that they use to store their data. The Slurm controller (slurmctld) should never communicate with the archive slurmdbd.,27228,27408,179,1,2026-01-26T12:31:03Z
doc_4387_sent_00199,doc_4387,199,"When configuring an archive server, there are certain database entries that need to match the production server in order for the archived information to show up correctly.",27408,27579,171,1,2026-01-26T12:31:03Z
doc_4387_sent_00200,doc_4387,200,"In order to make sure the unique identifiers match, mysqldump should be used to export the Association, QOS and TRES information.",27580,27709,129,1,2026-01-26T12:31:03Z
doc_4387_sent_00201,doc_4387,201,"The command to export these tables should look like this, with the appropriate values substituted for <slurm_user>, <db_name>, and <cluster>:
mysqldump -u <slurm_user> -p",27710,27880,170,1,2026-01-26T12:31:03Z
doc_4387_sent_00202,doc_4387,202,<db_name> <cluster>_assoc_table,27881,27912,31,1,2026-01-26T12:31:03Z
doc_4387_sent_00203,doc_4387,203,"tres_table > slurm.sql
While mysqldump should be used to transfer the information from these tables, it should not be used to transfer information that will be generated with the Archive/Purge process.",27923,28124,201,1,2026-01-26T12:31:03Z
doc_4387_sent_00204,doc_4387,204,"If mysqldump is used to try to get the desired information, there will likely be a slight difference and when trying to load archive files later there will either be a gap in records or duplicate records that prevent the archive file from loading correctly.",28125,28383,257,1,2026-01-26T12:31:03Z
doc_4387_sent_00205,doc_4387,205,"Tools
Slurm includes a few tools to let you work with accounting data; sacct, sacctmgr, and sreport. These tools all get or set data through the SlurmDBD daemon.",28383,28545,161,1,2026-01-26T12:31:03Z
doc_4387_sent_00206,doc_4387,206,"sacct is used to retrieve details, stored in the database, about running and completed jobs.",28545,28638,92,1,2026-01-26T12:31:03Z
doc_4387_sent_00207,doc_4387,207,sacctmgr is used to manage entities in the database.,28638,28690,52,1,2026-01-26T12:31:03Z
doc_4387_sent_00208,doc_4387,208,"These include clusters, accounts, user associations, QOSs, etc.
sreport is used to generate various reports on usage collected over a given time period.",28691,28844,152,1,2026-01-26T12:31:03Z
doc_4387_sent_00209,doc_4387,209,See the man pages for each command for more information.,28844,28901,56,1,2026-01-26T12:31:03Z
doc_4387_sent_00210,doc_4387,210,"While sreport provides the ability to quickly generate reports with some of the most commonly requested information, sites frequently want additional control over how the information is displayed.",28901,29097,196,1,2026-01-26T12:31:03Z
doc_4387_sent_00211,doc_4387,211,There are some third-party tools that can assist in generating dashboards with graphs of relevant information about your cluster.,29098,29227,129,1,2026-01-26T12:31:03Z
doc_4387_sent_00212,doc_4387,212,"These are not maintained or supported by SchedMD, but these utilities have been useful for some sites:
Grafana: Allows creation of dashboards with various graphs using data collected by Prometheus or InfluxDB.",29228,29438,209,1,2026-01-26T12:31:03Z
doc_4387_sent_00213,doc_4387,213,"InfluxDB: Includes an exporter tool that collects performance metrics from Slurm.
Prometheus : Includes an exporter tool that collects performance metrics from Slurm.
Database Configuration
Accounting records are maintained based upon what we refer to as an Association, which consists of four elements: cluster, account, user names and an optional partition name. Use the sacctmgr command to create and manage these records.",29438,29864,425,1,2026-01-26T12:31:03Z
doc_4387_sent_00214,doc_4387,214,There is an order to set up accounting associations.,29870,29922,52,1,2026-01-26T12:31:03Z
doc_4387_sent_00215,doc_4387,215,You must define clusters before you add accounts and you must add accounts before you can add users.,29923,30024,100,1,2026-01-26T12:31:03Z
doc_4387_sent_00216,doc_4387,216,"For example, to add a cluster named ""snowflake"" to the database execute this line (NOTE: as of 20.02, slurmctld will add the cluster to the database upon start if it doesn't exist. Associations still need to be created after addition):
sacctmgr add cluster snowflake
Add accounts ""none"" and ""test"" to cluster ""snowflake"" with an execute line of this sort:
sacctmgr add account none,test Cluster=snowflake \
 Description=""none"" Organization=""none""
If you have more clusters you want to add these accounts, to you can either not specify a cluster, which will add the accounts to all clusters in the system, or comma separate the cluster names you want to add to in the cluster option. Note that multiple accounts can be added at the same time by comma separating the names.",30024,30795,771,1,2026-01-26T12:31:03Z
doc_4387_sent_00217,doc_4387,217,A description of the account and the organization to which it belongs must be specified.,30796,30884,88,1,2026-01-26T12:31:03Z
doc_4387_sent_00218,doc_4387,218,These terms can be used later to generate accounting reports.,30885,30946,61,1,2026-01-26T12:31:03Z
doc_4387_sent_00219,doc_4387,219,Accounts may be arranged in a hierarchical fashion.,30947,30998,51,1,2026-01-26T12:31:03Z
doc_4387_sent_00220,doc_4387,220,"For example, accounts chemistry and physics may be children of the account science.",30999,31082,83,1,2026-01-26T12:31:03Z
doc_4387_sent_00221,doc_4387,221,The hierarchy may have an arbitrary depth.,31083,31125,42,1,2026-01-26T12:31:03Z
doc_4387_sent_00222,doc_4387,222,Just specify the parent='' option in the add account line to construct the hierarchy.,31126,31211,85,1,2026-01-26T12:31:03Z
doc_4387_sent_00223,doc_4387,223,"For the example above execute
sacctmgr add account science \
 Description=""science accounts"" Organization=science
sacctmgr add account chemistry,physics parent=science \
 Description=""physical sciences"" Organization=science
Add users to accounts using similar syntax.",31212,31479,267,1,2026-01-26T12:31:03Z
doc_4387_sent_00224,doc_4387,224,"For example, to permit user da to execute jobs on all clusters with a default account of test execute:
sacctmgr add user brian Account=physics
sacctmgr add user da DefaultAccount=test
If AccountingStorageEnforce=associations is configured in the slurm.conf of the cluster snowflake then user da would be allowed to run in account test and any other accounts added in the future. Any attempt to use other accounts will result in the job being aborted. Account test will be the default if he doesn't specify one in the job submission command.",31480,32021,540,1,2026-01-26T12:31:03Z
doc_4387_sent_00225,doc_4387,225,Associations can also be created that are tied to specific partitions.,32021,32091,70,1,2026-01-26T12:31:03Z
doc_4387_sent_00226,doc_4387,226,"When using the ""add user"" command of sacctmgr you can include the Partition=<PartitionName> option to create an association that is unique to other associations with the same Account and User.",32092,32285,192,1,2026-01-26T12:31:03Z
doc_4387_sent_00227,doc_4387,227,"Cluster Options
When either adding or modifying a cluster, these are the options available with sacctmgr:
Name= Cluster name
Account Options
When either adding or modifying an account, the following sacctmgr options are available:
Cluster= Only add this account to these clusters.",32285,32565,280,1,2026-01-26T12:31:03Z
doc_4387_sent_00228,doc_4387,228,The account is added to all defined clusters by default.,32566,32623,56,1,2026-01-26T12:31:03Z
doc_4387_sent_00229,doc_4387,229,Description= Description of the account. (Default is account name),32623,32690,66,1,2026-01-26T12:31:03Z
doc_4387_sent_00230,doc_4387,230,"Name= Name of account. Note the name must be unique and can not represent different bank accounts at different points in the account hierarchy
Organization=Organization of the account. (Default is parent account unless parent account is root then organization is set to the account name.)",32690,32979,288,1,2026-01-26T12:31:03Z
doc_4387_sent_00231,doc_4387,231,Parent= Make this account a child of this other account (already added).,32979,33052,72,1,2026-01-26T12:31:03Z
doc_4387_sent_00232,doc_4387,232,"User Options
When either adding or modifying a user, the following sacctmgr options are available:
Account= Account(s) to add user to
AdminLevel= This field is used to allow a user to add accounting privileges to this user.",33052,33275,223,1,2026-01-26T12:31:03Z
doc_4387_sent_00233,doc_4387,233,"Valid options are
None
Operator: can add, modify, and remove any database object (user, account, etc), and add other operators
On a SlurmDBD served slurmctld these users can
View information that is blocked to regular uses by a PrivateData flag
Create/Alter/Delete Reservations
Admin: These users have the same level of privileges as an operator in the database.",33276,33638,362,1,2026-01-26T12:31:03Z
doc_4387_sent_00234,doc_4387,234,They can also alter anything on a served slurmctld as if they were the slurm user or root.,33639,33730,90,1,2026-01-26T12:31:03Z
doc_4387_sent_00235,doc_4387,235,"Cluster= Only add to accounts on these clusters (default is all clusters)
DefaultAccount= Default account for the user, used when no account is specified when a job is submitted.",33730,33908,178,1,2026-01-26T12:31:03Z
doc_4387_sent_00236,doc_4387,236,"(Required on creation)
DefaultWCKey=",33909,33945,36,1,2026-01-26T12:31:03Z
doc_4387_sent_00237,doc_4387,237,"Default wckey for the user, used when no wckey is specified when a job is submitted.",33946,34030,84,1,2026-01-26T12:31:03Z
doc_4387_sent_00238,doc_4387,238,"Name= User name
NewName= Use to rename a user in the accounting database
Partition= Name of Slurm partition this association applies to
Limit Enforcement
Various limits and limit enforcement are described in the Resource Limits web page.",34065,34303,237,1,2026-01-26T12:31:03Z
doc_4387_sent_00239,doc_4387,239,To enable any limit enforcement you must at least have AccountingStorageEnforce=limits in your slurm.conf.,34303,34409,106,1,2026-01-26T12:31:03Z
doc_4387_sent_00240,doc_4387,240,"Otherwise, even if you have limits set, they will not be enforced.",34410,34476,66,1,2026-01-26T12:31:03Z
doc_4387_sent_00241,doc_4387,241,Other options for AccountingStorageEnforce and the explanation for each are found on the Resource Limits document.,34477,34592,114,1,2026-01-26T12:31:03Z
doc_4387_sent_00242,doc_4387,242,"Modifying Entities
When modifying entities, you can specify many different options in SQL-like fashion, using key words like where and set.",34592,34731,139,1,2026-01-26T12:31:03Z
doc_4387_sent_00243,doc_4387,243,"A typical execute line has the following form:
sacctmgr modify <entity> set <options> where <options>
For example:
sacctmgr modify user set default=none where default=test
will change all users with a default account of ""test"" to account ""none"".",34732,34977,245,1,2026-01-26T12:31:03Z
doc_4387_sent_00244,doc_4387,244,"Once an entity has been added, modified or removed, the change is sent to the appropriate Slurm daemons and will be available for use instantly.",34978,35123,144,1,2026-01-26T12:31:03Z
doc_4387_sent_00245,doc_4387,245,"Removing Entities
Removing entities using an execute line similar to the modify example above, but without the set options.",35123,35246,123,1,2026-01-26T12:31:03Z
doc_4387_sent_00246,doc_4387,246,"For example, remove all users with a default account ""test"" using the following execute line:
sacctmgr remove user where default=test
will remove all user records where the default account is ""test"".",35247,35447,199,1,2026-01-26T12:31:03Z
doc_4387_sent_00247,doc_4387,247,"sacctmgr remove user brian where account=physics
will remove user ""brian"" from account ""physics"".",35447,35544,97,1,2026-01-26T12:31:03Z
doc_4387_sent_00248,doc_4387,248,"If user ""brian"" has access to other accounts, those user records will remain.",35545,35623,77,1,2026-01-26T12:31:03Z
doc_4387_sent_00249,doc_4387,249,"Note: In most cases, removed entities are preserved in the slurm database, but flagged as deleted.",35623,35721,98,1,2026-01-26T12:31:03Z
doc_4387_sent_00250,doc_4387,250,"If an entity has existed for less than 1 day, the entity will be removed completely.",35722,35806,84,1,2026-01-26T12:31:03Z
doc_4387_sent_00251,doc_4387,251,This is meant to clean up after typographical errors.,35807,35860,53,1,2026-01-26T12:31:03Z
doc_4387_sent_00252,doc_4387,252,"Removing user associations or accounts, however, will cause slurmctld to lose track of usage data for that user/account.",35861,35982,120,1,2026-01-26T12:31:03Z
doc_4387_sent_00253,doc_4387,253,"Accounting Interpretation
Slurm accounting is mainly focused on parallel computing.",35982,36065,83,1,2026-01-26T12:31:03Z
doc_4387_sent_00254,doc_4387,254,"For this reason it gathers statistics at a ""task level"".",36066,36122,56,1,2026-01-26T12:31:03Z
doc_4387_sent_00255,doc_4387,255,"A task is a set of user processes which run in a step, which is part of a job.",36123,36201,78,1,2026-01-26T12:31:03Z
doc_4387_sent_00256,doc_4387,256,"A user can submit a step with many parallel tasks, e.g. by calling srun -n.",36202,36278,75,1,2026-01-26T12:31:03Z
doc_4387_sent_00257,doc_4387,257,"The JobAcctGather plugin gathers metrics for some Trackable Resources (TRES), like cpu, memory, energy, etc., at a given interval in the JobAcctGatherFrequency defined in slurm.conf, or by using the --acct-freq option in the command line.",36278,36516,238,1,2026-01-26T12:31:03Z
doc_4387_sent_00258,doc_4387,258,A poll of data is also triggered at the start or the end of a step.,36517,36585,67,1,2026-01-26T12:31:03Z
doc_4387_sent_00259,doc_4387,259,"Depending on the nature of the metric, the values will be recorded as standalone values or aggregated/calculated into a data structure.",36585,36721,135,1,2026-01-26T12:31:03Z
doc_4387_sent_00260,doc_4387,260,"For example, the TresUsageInTot field can be queried with sstat during job runtime, and for every TRES, it stores the sum of the gathered metrics of all tasks. For example, if we have 5 tasks, all of them consuming 1GB of memory, then the TresUsageInTot would read ""memory=5G"".",36721,36998,277,1,2026-01-26T12:31:03Z
doc_4387_sent_00261,doc_4387,261,"With the same example, and for the TresUsageInMax instead, it will store the maximum memory peak seen by any task of this step, so it would read ""memory=1G"".",36999,37156,157,1,2026-01-26T12:31:03Z
doc_4387_sent_00262,doc_4387,262,"If we then query TresUsageInMaxNode and TresUsageInMaxTask, we will be able to see which task id had the largest memory peak and in which node this event occurred.",37157,37320,163,1,2026-01-26T12:31:03Z
doc_4387_sent_00263,doc_4387,263,"These values can be queried in the dedicated fields MaxRSS, MaxRSSNode and MaxRSSTask.",37321,37408,86,1,2026-01-26T12:31:03Z
doc_4387_sent_00264,doc_4387,264,"Other considerations to be taken into account are that in some cases, like for energy, the consumption is calculated by node.",37408,37533,125,1,2026-01-26T12:31:03Z
doc_4387_sent_00265,doc_4387,265,"We don't have a value specific to the task so if there are other jobs in the system, or many tasks, the consumption at the time of running will be affected by all the processes in the node.",37534,37724,189,1,2026-01-26T12:31:03Z
doc_4387_sent_00266,doc_4387,266,"After the job is done, the data will be stored in the database, and can be queried with other tools, like sacct.",37724,37836,112,1,2026-01-26T12:31:03Z
doc_4387_sent_00267,doc_4387,267,In that case the TresUsage* fields could have different meanings.,37837,37902,65,1,2026-01-26T12:31:03Z
doc_4387_sent_00268,doc_4387,268,"For example in the case of memory, TresUsageInTot will now store the sum of all peaks of memory of all tasks of the step seen at any time.",37903,38041,138,1,2026-01-26T12:31:03Z
doc_4387_sent_00269,doc_4387,269,"This value is not useful per-se, but it is used to calculate TresUsageInAve to get the average memory peaks, that can then be compared with TresUsageInMax (or MaxRSS) to see if there was at least one outlier task in the step which consumed too much memory, indication of some issue.",38042,38325,282,1,2026-01-26T12:31:03Z
doc_4387_sent_00270,doc_4387,270,"Note that for single task processes, TresUsageInTot could be used as the maximum memory that the step consumed at any time, which will be equal to MaxRSS and effectively represent the step memory peak.",38325,38526,201,1,2026-01-26T12:31:03Z
doc_4387_sent_00271,doc_4387,271,"Profiling works similarly, and we provide plugins like HDF5 and InfluxDB that can help to visualize accounting data in other ways.",38527,38657,130,1,2026-01-26T12:31:03Z
doc_d9be_sent_00001,doc_d9be,1,"CPU Management User and Administrator Guide
Overview
The purpose of this guide is to assist Slurm users and administrators in selecting configuration options and composing command lines to manage the use of CPU resources by jobs, steps and tasks.",0,246,246,1,2026-01-26T12:31:03Z
doc_d9be_sent_00002,doc_d9be,2,"Step 1: Selection of Nodes
Step 2: Allocation of CPUs from the selected Nodes
Step 3: Distribution of Tasks to the selected Nodes
Step 4: Optional Distribution and Binding of Tasks to CPUs within a Node
Step 1: Selection of Nodes
In Step 1, Slurm selects the set of nodes from which CPU resources are to be allocated to a job or job step.",1240,1578,338,1,2026-01-26T12:31:03Z
doc_d9be_sent_00003,doc_d9be,3,Node selection is therefore influenced by many of the configuration and command line options that control the allocation of CPUs (Step 2 below).,1579,1723,144,1,2026-01-26T12:31:03Z
doc_d9be_sent_00004,doc_d9be,4,"If SelectType=select/linear is configured, all resources on the selected nodes will be allocated to the job/step.",1724,1837,113,1,2026-01-26T12:31:03Z
doc_d9be_sent_00005,doc_d9be,5,"If SelectType is configured to be select/cons_tres, individual sockets, cores and threads may be allocated from the selected nodes as consumable resources.",1838,1993,155,1,2026-01-26T12:31:03Z
doc_d9be_sent_00006,doc_d9be,6,The consumable resource type is defined by SelectTypeParameters.,1994,2059,64,1,2026-01-26T12:31:03Z
doc_d9be_sent_00007,doc_d9be,7,Step 1 is performed by slurmctld and the select plugin.,2059,2115,55,1,2026-01-26T12:31:03Z
doc_d9be_sent_00008,doc_d9be,8,"slurm.conf options that control Step 1slurm.conf parameterPossible valuesDescription
NodeName<name of the node>
Plus additional parameters. See man page for details.",2115,2280,165,1,2026-01-26T12:31:03Z
doc_d9be_sent_00009,doc_d9be,9,Defines a node.,2280,2295,15,1,2026-01-26T12:31:03Z
doc_d9be_sent_00010,doc_d9be,10,"This includes the number and layout of boards, sockets, cores, threads and processors (logical CPUs) on the node.",2296,2410,113,1,2026-01-26T12:31:03Z
doc_d9be_sent_00011,doc_d9be,11,"PartitionName<name of the partition>
Plus additional parameters. See man page for details.",2410,2500,90,1,2026-01-26T12:31:03Z
doc_d9be_sent_00012,doc_d9be,12,Defines a partition.,2500,2520,20,1,2026-01-26T12:31:03Z
doc_d9be_sent_00013,doc_d9be,13,"Several parameters of the partition definition affect the selection of nodes (e.g., Nodes, OverSubscribe, MaxNodes)
SlurmdParametersconfig_overridesControls how the information in a node definition is used.",2521,2728,206,1,2026-01-26T12:31:03Z
doc_d9be_sent_00014,doc_d9be,14,"SelectTypeselect/linear | select/cons_tresControls whether CPU resources are allocated to jobs and job steps in units of whole nodes or as consumable resources (sockets, cores or threads).",2728,2917,188,1,2026-01-26T12:31:03Z
doc_d9be_sent_00015,doc_d9be,15,"SelectTypeParametersCR_CPU | CR_CPU_Memory | CR_Core | CR_Core_Memory | CR_Socket | CR_Socket_Memory
Plus additional options. See man page for details.",2917,3068,151,1,2026-01-26T12:31:03Z
doc_d9be_sent_00016,doc_d9be,16,Defines the consumable resource type and controls other aspects of CPU resource allocation by the select plugin.,3068,3181,112,1,2026-01-26T12:31:03Z
doc_d9be_sent_00017,doc_d9be,17,"srun/salloc/sbatch command line options that control Step 1Command line optionPossible valuesDescription
-B, --extra-node-info <sockets[:cores[:threads]]>Restricts node selection to nodes with a specified layout of sockets, cores and threads.",3181,3424,242,1,2026-01-26T12:31:03Z
doc_d9be_sent_00018,doc_d9be,18,"-C, --constraint<list> Restricts node selection to nodes with specified attributes
--contiguousN/ARestricts node selection to contiguous nodes
--cores-per-socket<cores>Restricts node selection to nodes with at least the specified number of cores per socket
-c, --cpus-per-task<ncpus>Controls the number of CPUs allocated per task
--exclusiveN/APrevents sharing of allocated nodes with other jobs. Suballocates CPUs to job steps.",3424,3853,428,1,2026-01-26T12:31:03Z
doc_d9be_sent_00019,doc_d9be,19,"-F, --nodefile<node file>File containing a list of specific nodes to be selected for the job (salloc and sbatch only)
--hintcompute_bound | memory_bound |",3853,4007,154,1,2026-01-26T12:31:03Z
doc_d9be_sent_00020,doc_d9be,20,"[no]multithreadAdditional controls on allocation of CPU resources
--mincpus<n>Controls the minimum number of CPUs allocated per node
-N, --nodes<minnodes[-maxnodes]>Controls the minimum/maximum number of nodes allocated to the job
-n, --ntasks<number>Controls the number of tasks to be created for the job
--ntasks-per-core<number>",4008,4339,331,1,2026-01-26T12:31:03Z
doc_d9be_sent_00021,doc_d9be,21,"Step 2: Allocation of CPUs from the selected Nodes
In Step 2, Slurm allocates CPU resources to a job/step from the set of nodes selected in Step 1.",5323,5470,147,1,2026-01-26T12:31:03Z
doc_d9be_sent_00022,doc_d9be,22,"CPU allocation is therefore influenced by the configuration and command line options that relate to node selection. If SelectType=select/linear is configured, all resources on the selected nodes will be allocated to the job/step. If SelectType is configured to be select/cons_tres, individual sockets, cores and threads may be allocated from the selected nodes as consumable resources. The consumable resource type is defined by SelectTypeParameters.",5471,5922,450,1,2026-01-26T12:31:03Z
doc_d9be_sent_00023,doc_d9be,23,"When using a SelectType of select/cons_tres, the default allocation method across nodes is block allocation (allocate all available CPUs in a node before using another node).",5922,6096,174,1,2026-01-26T12:31:03Z
doc_d9be_sent_00024,doc_d9be,24,The default allocation method within a node is cyclic allocation (allocate available CPUs in a round-robin fashion across the sockets within a node).,6097,6246,149,1,2026-01-26T12:31:03Z
doc_d9be_sent_00025,doc_d9be,25,Users may override the default behavior using the appropriate command line options described below.,6247,6346,99,1,2026-01-26T12:31:03Z
doc_d9be_sent_00026,doc_d9be,26,The choice of allocation methods may influence which specific CPUs are allocated to the job/step.,6347,6445,97,1,2026-01-26T12:31:03Z
doc_d9be_sent_00027,doc_d9be,27,Step 2 is performed by slurmctld and the select plugin.,6445,6501,55,1,2026-01-26T12:31:03Z
doc_d9be_sent_00028,doc_d9be,28,slurm.conf options that control Step 2slurm.conf,6501,6549,48,1,2026-01-26T12:31:03Z
