enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
5450,completion code,completion code,6138,slurm,job_state,"A completion code, also known as exit code, return code, or status code, is a numeric value (0-255) that indicates the outcome of a job, step, or command in SLURM. Non-zero values are considered job failures.",1,1,1,[],"{
  ""term"": ""completion code"",
  ""canonical"": ""completion code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A completion code, also known as exit code, return code, or status code, is a numeric value (0-255) that indicates the outcome of a job, step, or command in SLURM. Non-zero values are considered job failures."",
  ""aliases"": []
}"
5451,sbatch jobs,sbatch jobs,6139,slurm,queue_or_partition,"sbatch jobs are job submissions using the sbatch command in SLURM, which are managed as a queue or partition of jobs.",1,1,1,[],"{
  ""term"": ""sbatch jobs"",
  ""canonical"": ""sbatch jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""sbatch jobs are job submissions using the sbatch command in SLURM, which are managed as a queue or partition of jobs."",
  ""aliases"": []
}"
5452,salloc jobs,salloc jobs,6140,slurm,queue_or_partition,salloc jobs refers to a set of interactive sessions allocated on SLURM using the salloc command.,1,1,1,[],"{
  ""term"": ""salloc jobs"",
  ""canonical"": ""salloc jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""salloc jobs refers to a set of interactive sessions allocated on SLURM using the salloc command."",
  ""aliases"": []
}"
5453,job state,Job State,6142,slurm,job_state,"Job State refers to the status of a job in SLURM, such as PENDING, RUNNING, COMPLETED, FAILED, or CANCELLED.",1,1,1,[],"{
  ""term"": ""Job State"",
  ""canonical"": ""job state"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job State refers to the status of a job in SLURM, such as PENDING, RUNNING, COMPLETED, FAILED, or CANCELLED."",
  ""aliases"": []
}"
5454,8-bit unsigned number,8 bit unsigned number,6145,slurm,resource,"An 8-bit unsigned number is a job exit code in SLURM, ranging from 0 to 255, used to indicate the job's completion status.",1,1,1,[],"{
  ""term"": ""8 bit unsigned number"",
  ""canonical"": ""8-bit unsigned number"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""An 8-bit unsigned number is a job exit code in SLURM, ranging from 0 to 255, used to indicate the job's completion status."",
  ""aliases"": []
}"
5455,0-255 range,0-255 range,6146,generic,resource,A 0-255 range represents an 8-bit unsigned number used to capture a job's exit code or signal number in HPC systems.,1,1,1,[],"{
  ""term"": ""0-255 range"",
  ""canonical"": ""0-255 range"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""A 0-255 range represents an 8-bit unsigned number used to capture a job's exit code or signal number in HPC systems."",
  ""aliases"": []
}"
5456,negative exit code,negative exit code,6147,slurm,job_state,"A negative exit code in SLURM is an exit code below 0, which is treated as an unsigned value in the 0-255 range for job failure.",1,1,1,[],"{
  ""term"": ""negative exit code"",
  ""canonical"": ""negative exit code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A negative exit code in SLURM is an exit code below 0, which is treated as an unsigned value in the 0-255 range for job failure."",
  ""aliases"": []
}"
5457,job step exit codes,Job Step Exit Codes,6148,both,job_state,"Job Step Exit Codes are the 8-bit unsigned numbers representing the exit status of a job or job step in SLURM and LSF, with non-zero values indicating job failure.",1,1,1,[],"{
  ""term"": ""Job Step Exit Codes"",
  ""canonical"": ""job step exit codes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job Step Exit Codes are the 8-bit unsigned numbers representing the exit status of a job or job step in SLURM and LSF, with non-zero values indicating job failure."",
  ""aliases"": []
}"
5459,slurm control daemon,Slurm control daemon,6152,slurm,scheduler,"The Slurm control daemon is a major component of the SLURM scheduler responsible for managing jobs and steps, sending job and step records to the Slurm database, and determining the derived exit code of a job.",1,2,2,[],"{
  ""term"": ""Slurm control daemon"",
  ""canonical"": ""slurm control daemon"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""scheduler"",
  ""short_definition"": ""The Slurm control daemon is a major component of the SLURM scheduler responsible for managing jobs and steps, sending job and step records to the Slurm database, and determining the derived exit code of a job."",
  ""aliases"": []
}"
5461,exitcode,ExitCode,6155,slurm,job_state,"ExitCode is a field in the Slurm database that represents the exit status of a job or step, determined by the highest exit code returned by all steps or derived from the job's comment string.",1,2,1,[],"{
  ""term"": ""ExitCode"",
  ""canonical"": ""exitcode"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""ExitCode is a field in the Slurm database that represents the exit status of a job or step, determined by the highest exit code returned by all steps or derived from the job's comment string."",
  ""aliases"": []
}"
5462,derived exit code,derived Exit Code,6158,slurm,job_state,"A derived exit code is a value in the Slurm database that represents the highest exit code returned by all steps of a job, helping users determine the job's overall success or failure when examining output files.",1,1,1,[],"{
  ""term"": ""derived Exit Code"",
  ""canonical"": ""derived exit code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A derived exit code is a value in the Slurm database that represents the highest exit code returned by all steps of a job, helping users determine the job's overall success or failure when examining output files."",
  ""aliases"": []
}"
5463,job output files,job's output files,6161,generic,resource,"Job's output files are the files generated by a job during its execution, which may be inspected to determine the success or failure of the job.",1,1,1,[],"{
  ""term"": ""job's output files"",
  ""canonical"": ""job output files"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Job's output files are the files generated by a job during its execution, which may be inspected to determine the success or failure of the job."",
  ""aliases"": []
}"
5464,job's derived exit code,job's derived exit code,6162,slurm,job_state,"The job's derived exit code is a value determined by the Slurm control daemon, representing the highest exit code returned by all of a job's steps when the accounting_storage plugin is enabled.",1,1,1,[],"{
  ""term"": ""job's derived exit code"",
  ""canonical"": ""job's derived exit code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The job's derived exit code is a value determined by the Slurm control daemon, representing the highest exit code returned by all of a job's steps when the accounting_storage plugin is enabled."",
  ""aliases"": []
}"
5465,accounting_storage plugin,accounting_storage plugin,6163,slurm,config_param,The accounting_storage plugin is a Slurm configuration parameter that enables the Slurm control daemon to send job and step records to the Slurm database for storage and later analysis.,1,1,1,[],"{
  ""term"": ""accounting_storage plugin"",
  ""canonical"": ""accounting_storage plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""The accounting_storage plugin is a Slurm configuration parameter that enables the Slurm control daemon to send job and step records to the Slurm database for storage and later analysis."",
  ""aliases"": []
}"
5466,sjobexitmod,sjobexitmod,6166,slurm,command,"The sjobexitmod command is a Slurm-specific command used to view, modify, and annotate the derived exit code and comment string of a completed job.",1,1,1,[],"{
  ""term"": ""sjobexitmod"",
  ""canonical"": ""sjobexitmod"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The sjobexitmod command is a Slurm-specific command used to view, modify, and annotate the derived exit code and comment string of a completed job."",
  ""aliases"": []
}"
5467,slurm db,Slurm db,6167,slurm,log_or_state_path,"The Slurm db is a database used by the SLURM scheduler to store job records, including job state, exit code, and comments.",1,1,1,[],"{
  ""term"": ""Slurm db"",
  ""canonical"": ""slurm db"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""The Slurm db is a database used by the SLURM scheduler to store job records, including job state, exit code, and comments."",
  ""aliases"": []
}"
5469,comment string,comment string,6170,slurm,other_hpc,"A comment string is a user-provided description or annotation added to a job's exit code in the Slurm database, providing additional information about the job's completion status.",1,1,1,[],"{
  ""term"": ""comment string"",
  ""canonical"": ""comment string"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A comment string is a user-provided description or annotation added to a job's exit code in the Slurm database, providing additional information about the job's completion status."",
  ""aliases"": []
}"
5471,annotate,annotate,6172,slurm,other_hpc,"In SLURM, annotate refers to the process of modifying the derived exit code and comment string of a completed job to provide additional information about its status.",1,1,1,[],"{
  ""term"": ""annotate"",
  ""canonical"": ""annotate"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""In SLURM, annotate refers to the process of modifying the derived exit code and comment string of a completed job to provide additional information about its status."",
  ""aliases"": []
}"
5472,successful completion,successful completion,6173,slurm,job_state,A job state indicating that the job has finished running without errors.,1,1,1,[],"{
  ""term"": ""successful completion"",
  ""canonical"": ""successful completion"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job state indicating that the job has finished running without errors."",
  ""aliases"": []
}"
5473,failures,failures,6174,slurm,job_state,"In SLURM, failures refer to the state of jobs that did not complete successfully, with the option to annotate the reason for failure.",1,1,1,[],"{
  ""term"": ""failures"",
  ""canonical"": ""failures"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""In SLURM, failures refer to the state of jobs that did not complete successfully, with the option to annotate the reason for failure."",
  ""aliases"": []
}"
5474,nnodes,NNodes,6179,slurm,queue_or_partition,NNodes refers to the number of nodes assigned to a job in SLURM's job record.,1,1,1,[],"{
  ""term"": ""NNodes"",
  ""canonical"": ""nnodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""NNodes refers to the number of nodes assigned to a job in SLURM's job record."",
  ""aliases"": []
}"
5476,job_priority,Job_priority,6184,slurm,resource,"Job_priority is a value calculated based on various factors in SLURM, determining a job's position in the queue and scheduling order. It ranges from 0 to 4294967295, with higher values indicating higher priority.",1,1,1,[],"{
  ""term"": ""Job_priority"",
  ""canonical"": ""job_priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Job_priority is a value calculated based on various factors in SLURM, determining a job's position in the queue and scheduling order. It ranges from 0 to 4294967295, with higher values indicating higher priority."",
  ""aliases"": []
}"
5477,priorityweightage,PriorityWeightAge,6186,slurm,config_param,PriorityWeightAge is a configurable parameter in SLURM that determines the contribution of a job's age to its priority in the scheduling queue.,1,4,1,[],"{
  ""term"": ""PriorityWeightAge"",
  ""canonical"": ""priorityweightage"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityWeightAge is a configurable parameter in SLURM that determines the contribution of a job's age to its priority in the scheduling queue."",
  ""aliases"": []
}"
5478,age_factor,age_factor,6187,slurm,config_param,age_factor is a configurable parameter in SLURM that determines the impact of a job's age on its priority in the scheduling queue.,1,1,1,[],"{
  ""term"": ""age_factor"",
  ""canonical"": ""age_factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""age_factor is a configurable parameter in SLURM that determines the impact of a job's age on its priority in the scheduling queue."",
  ""aliases"": []
}"
5479,priorityweightassoc,PriorityWeightAssoc,6188,slurm,config_param,PriorityWeightAssoc is a configuration parameter in SLURM that determines the weight of the job association factor in calculating job priority.,1,2,1,[],"{
  ""term"": ""PriorityWeightAssoc"",
  ""canonical"": ""priorityweightassoc"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityWeightAssoc is a configuration parameter in SLURM that determines the weight of the job association factor in calculating job priority."",
  ""aliases"": []
}"
5480,assoc_factor,assoc_factor,6189,slurm,config_param,"assoc_factor is a configurable factor in SLURM's job priority formula, representing the association between a job and the resources it requires.",1,1,1,[],"{
  ""term"": ""assoc_factor"",
  ""canonical"": ""assoc_factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""assoc_factor is a configurable factor in SLURM's job priority formula, representing the association between a job and the resources it requires."",
  ""aliases"": []
}"
5481,priorityweightjobsize,PriorityWeightJobSize,6191,slurm,config_param,PriorityWeightJobSize is a configuration parameter in SLURM that multiplies the job size with a factor to calculate the job's priority in the scheduling queue.,1,4,1,[],"{
  ""term"": ""PriorityWeightJobSize"",
  ""canonical"": ""priorityweightjobsize"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityWeightJobSize is a configuration parameter in SLURM that multiplies the job size with a factor to calculate the job's priority in the scheduling queue."",
  ""aliases"": []
}"
5482,job_size_factor,job_size_factor,6192,slurm,config_param,job_size_factor is a configurable parameter in SLURM that determines the weight of a job's size in the job priority calculation.,1,1,1,[],"{
  ""term"": ""job_size_factor"",
  ""canonical"": ""job_size_factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""job_size_factor is a configurable parameter in SLURM that determines the weight of a job's size in the job priority calculation."",
  ""aliases"": []
}"
5483,priorityweightpartition,PriorityWeightPartition,6193,slurm,config_param,PriorityWeightPartition is a configuration parameter in SLURM that determines the weight of a job's priority based on the partition it is submitted to.,1,4,1,[],"{
  ""term"": ""PriorityWeightPartition"",
  ""canonical"": ""priorityweightpartition"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityWeightPartition is a configuration parameter in SLURM that determines the weight of a job's priority based on the partition it is submitted to."",
  ""aliases"": []
}"
5484,priority_job_factor,priority_job_factor,6194,slurm,config_param,priority_job_factor is a configurable parameter in SLURM that determines the weight of a job's priority based on its partition assignment.,1,1,1,[],"{
  ""term"": ""priority_job_factor"",
  ""canonical"": ""priority_job_factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""priority_job_factor is a configurable parameter in SLURM that determines the weight of a job's priority based on its partition assignment."",
  ""aliases"": []
}"
5485,qos_factor,QOS_factor,6196,slurm,config_param,QOS_factor is a configurable parameter in SLURM that determines the weight of the Quality of Service (QOS) factor in job priority calculations.,1,1,1,[],"{
  ""term"": ""QOS_factor"",
  ""canonical"": ""qos_factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""QOS_factor is a configurable parameter in SLURM that determines the weight of the Quality of Service (QOS) factor in job priority calculations."",
  ""aliases"": []
}"
5486,tres_weight_cpu,TRES_weight_cpu,6197,slurm,config_param,TRES_weight_cpu is a configuration parameter in SLURM that defines the weight for CPU resources in job priority calculations.,1,1,1,[],"{
  ""term"": ""TRES_weight_cpu"",
  ""canonical"": ""tres_weight_cpu"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""TRES_weight_cpu is a configuration parameter in SLURM that defines the weight for CPU resources in job priority calculations."",
  ""aliases"": []
}"
5487,priorityweight,PriorityWeight,6198,slurm,config_param,"PriorityWeight is a configuration parameter in SLURM that determines the maximum priority a job can get from any factor, multiplied by the PriorityJobFactor for that factor.",1,1,1,[],"{
  ""term"": ""PriorityWeight"",
  ""canonical"": ""priorityweight"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityWeight is a configuration parameter in SLURM that determines the maximum priority a job can get from any factor, multiplied by the PriorityJobFactor for that factor."",
  ""aliases"": []
}"
5488,priorityjobfactor,PriorityJobFactor,6200,slurm,config_param,"PriorityJobFactor is a configuration parameter in SLURM that determines the maximum priority a job can get from any factor, based on the PriorityWeight* value for that factor.",1,1,1,[],"{
  ""term"": ""PriorityJobFactor"",
  ""canonical"": ""priorityjobfactor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityJobFactor is a configuration parameter in SLURM that determines the maximum priority a job can get from any factor, based on the PriorityWeight* value for that factor."",
  ""aliases"": []
}"
5489,normalize,normalize,6202,both,config_param,"The 'normalize' option in SLURM and LSF configurations determines whether job priorities are normalized or use raw values. If enabled, the priority values are scaled to a maximum of PriorityWeight* for each factor.",1,2,1,[],"{
  ""term"": ""normalize"",
  ""canonical"": ""normalize"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""config_param"",
  ""short_definition"": ""The 'normalize' option in SLURM and LSF configurations determines whether job priorities are normalized or use raw values. If enabled, the priority values are scaled to a maximum of PriorityWeight* for each factor."",
  ""aliases"": []
}"
5490,no_normal_part,NO_NORMAL_PART,6203,slurm,config_param,"NO_NORMAL_PART is a configuration parameter in SLURM that disables normalization of priority values for job factors, using raw PriorityJobFactor values instead.",1,1,1,[],"{
  ""term"": ""NO_NORMAL_PART"",
  ""canonical"": ""no_normal_part"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""NO_NORMAL_PART is a configuration parameter in SLURM that disables normalization of priority values for job factors, using raw PriorityJobFactor values instead."",
  ""aliases"": []
}"
5491,priorityfactor,PriorityFactor,6204,slurm,config_param,"PriorityFactor is a configuration parameter in SLURM that determines the priority a job can gain from various factors, such as Partitions, Fair-Share, and Association. The priority values are normalized to avoid jobs with similar factors having the same priority.",1,1,1,[],"{
  ""term"": ""PriorityFactor"",
  ""canonical"": ""priorityfactor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityFactor is a configuration parameter in SLURM that determines the priority a job can gain from various factors, such as Partitions, Fair-Share, and Association. The priority values are normalized to avoid jobs with similar factors having the same priority."",
  ""aliases"": []
}"
5492,age factor,age factor,6207,slurm,resource,"The age factor in SLURM represents the length of time a job has been waiting in the queue and eligible to run. It grows over time, but can be capped at a configurable limit (PriorityMaxAge).",1,1,1,[],"{
  ""term"": ""age factor"",
  ""canonical"": ""age factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""The age factor in SLURM represents the length of time a job has been waiting in the queue and eligible to run. It grows over time, but can be capped at a configurable limit (PriorityMaxAge)."",
  ""aliases"": []
}"
5493,prioritymaxage,PriorityMaxAge,6209,slurm,config_param,PriorityMaxAge is a Slurm configuration parameter that sets the maximum age a job can have in the queue before its age factor reaches 1.0.,1,4,1,[],"{
  ""term"": ""PriorityMaxAge"",
  ""canonical"": ""prioritymaxage"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""PriorityMaxAge is a Slurm configuration parameter that sets the maximum age a job can have in the queue before its age factor reaches 1.0."",
  ""aliases"": []
}"
5494,priority value,Priority value,6210,slurm,config_param,"A priority value in SLURM configuration that determines the relative priority of jobs, partitions, or QoSs.",1,2,1,[],"{
  ""term"": ""Priority value"",
  ""canonical"": ""priority value"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""A priority value in SLURM configuration that determines the relative priority of jobs, partitions, or QoSs."",
  ""aliases"": []
}"
5495,association factor,association factor,6211,slurm,config_param,"The association factor is a normalized priority value in SLURM, derived from the highest priority of all associations (job size factor, nice factor, partition factor, QOS factor).",1,2,1,[],"{
  ""term"": ""association factor"",
  ""canonical"": ""association factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""The association factor is a normalized priority value in SLURM, derived from the highest priority of all associations (job size factor, nice factor, partition factor, QOS factor)."",
  ""aliases"": []
}"
5496,job size factor,Job Size Factor,6212,slurm,resource,"Job Size Factor is a normalization value in SLURM that correlates to the number of nodes or CPUs a job has requested, favoring larger or smaller jobs based on the PriorityFavorSmall configuration.",1,1,1,[],"{
  ""term"": ""Job Size Factor"",
  ""canonical"": ""job size factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Job Size Factor is a normalization value in SLURM that correlates to the number of nodes or CPUs a job has requested, favoring larger or smaller jobs based on the PriorityFavorSmall configuration."",
  ""aliases"": []
}"
5497,priorityfavorsmall,PriorityFavorSmall,6213,slurm,config_param,A boolean configuration parameter in SLURM's slurm.conf file that determines whether to favor smaller jobs over larger jobs when calculating the job size factor.,1,4,1,[],"{
  ""term"": ""PriorityFavorSmall"",
  ""canonical"": ""priorityfavorsmall"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""A boolean configuration parameter in SLURM's slurm.conf file that determines whether to favor smaller jobs over larger jobs when calculating the job size factor."",
  ""aliases"": []
}"
5498,nice factor,Nice Factor,6218,both,job_state,"Nice Factor is a job attribute that adjusts a job's priority based on user-defined nice values, with positive values decreasing priority and negative values increasing it.",1,1,1,"[""nice value""]","{
  ""term"": ""Nice Factor"",
  ""canonical"": ""nice factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Nice Factor is a job attribute that adjusts a job's priority based on user-defined nice values, with positive values decreasing priority and negative values increasing it."",
  ""aliases"": [""nice value""]
}"
5499,system nice,system nice,6219,both,user_role,"System nice is a value that users can set on their jobs to adjust their priority in the scheduler queue, with positive values decreasing priority and negative values increasing it.",1,1,1,"[""nice value"", ""job priority""]","{
  ""term"": ""system nice"",
  ""canonical"": ""system nice"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""user_role"",
  ""short_definition"": ""System nice is a value that users can set on their jobs to adjust their priority in the scheduler queue, with positive values decreasing priority and negative values increasing it."",
  ""aliases"": [""nice value"", ""job priority""]
}"
5500,adjustment range,adjustment range,6220,generic,config_param,"The adjustment range is a configuration parameter that defines the range for adjusting job priority using the nice value, with a range of +/-2147483645.",1,1,1,[],"{
  ""term"": ""adjustment range"",
  ""canonical"": ""adjustment range"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""The adjustment range is a configuration parameter that defines the range for adjusting job priority using the nice value, with a range of +/-2147483645."",
  ""aliases"": []
}"
5501,privileged users,privileged users,6221,both,user_role,"Privileged users are those who can specify a negative nice value for their jobs, which affects job priority in SLURM and LSF.",1,1,1,[],"{
  ""term"": ""privileged users"",
  ""canonical"": ""privileged users"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""user_role"",
  ""short_definition"": ""Privileged users are those who can specify a negative nice value for their jobs, which affects job priority in SLURM and LSF."",
  ""aliases"": []
}"
5502,partition factor,Partition Factor,6222,slurm,job_state,"Partition Factor is a normalization of the priority value for each node partition in SLURM, with higher numbers indicating higher job priority.",1,1,1,[],"{
  ""term"": ""Partition Factor"",
  ""canonical"": ""partition factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Partition Factor is a normalization of the priority value for each node partition in SLURM, with higher numbers indicating higher job priority."",
  ""aliases"": []
}"
5503,node partition,node partition,6223,generic,queue_or_partition,"A node partition is a subset of compute nodes within an HPC system, assigned a priority for job scheduling based on the state of the system.",1,1,1,[],"{
  ""term"": ""node partition"",
  ""canonical"": ""node partition"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""A node partition is a subset of compute nodes within an HPC system, assigned a priority for job scheduling based on the state of the system."",
  ""aliases"": []
}"
5504,partition priority,partition priority,6224,slurm,queue_or_partition,"Partition priority is an integer value assigned to each node partition in SLURM, determining the relative priority of jobs that request to run in that partition.",1,2,2,[],"{
  ""term"": ""partition priority"",
  ""canonical"": ""partition priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Partition priority is an integer value assigned to each node partition in SLURM, determining the relative priority of jobs that request to run in that partition."",
  ""aliases"": []
}"
5505,integer priority,integer priority,6225,both,resource,"An integer value that represents the priority of a job, partition, or QoS in SLURM and LSF. The priority can be adjusted to favor larger or smaller jobs, and can be set for individual jobs, partitions, or QoS.",1,1,1,[],"{
  ""term"": ""integer priority"",
  ""canonical"": ""integer priority"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""short_definition"": ""An integer value that represents the priority of a job, partition, or QoS in SLURM and LSF. The priority can be adjusted to favor larger or smaller jobs, and can be set for individual jobs, partitions, or QoS."",
  ""aliases"": []
}"
5506,qos factor,QOS factor,6229,slurm,config_param,QOS factor is a configurable parameter in SLURM that represents the priority of a job based on the QOS (Quality of Service) and TRES (Total Resource Estimates) factors.,1,1,1,[],"{
  ""term"": ""QOS factor"",
  ""canonical"": ""qos factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""QOS factor is a configurable parameter in SLURM that represents the priority of a job based on the QOS (Quality of Service) and TRES (Total Resource Estimates) factors."",
  ""aliases"": []
}"
5507,site factor,site factor,6230,slurm,config_param,Site Factor is a configurable parameter in SLURM that can influence job priority based on the resources requested or allocated system-wide.,1,1,1,[],"{
  ""term"": ""site factor"",
  ""canonical"": ""site factor"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Site Factor is a configurable parameter in SLURM that can influence job priority based on the resources requested or allocated system-wide."",
  ""aliases"": []
}"
5508,job_submit,job_submit,6232,both,command,job_submit is a command used to submit jobs to the SLURM or LSF scheduler.,1,3,2,[],"{
  ""term"": ""job_submit"",
  ""canonical"": ""job_submit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""command"",
  ""short_definition"": ""job_submit is a command used to submit jobs to the SLURM or LSF scheduler."",
  ""aliases"": []
}"
5509,site_factor plugin,site_factor plugin,6233,slurm,config_param,"The site_factor plugin is a Slurm configuration parameter that allows setting a priority factor for a QoS, often used in job_submit plugins to prioritize jobs based on resource requests.",1,1,1,[],"{
  ""term"": ""site_factor plugin"",
  ""canonical"": ""site_factor plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""The site_factor plugin is a Slurm configuration parameter that allows setting a priority factor for a QoS, often used in job_submit plugins to prioritize jobs based on resource requests."",
  ""aliases"": []
}"
