id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
4019,4019,job execution host,host job,"embed_expand(k=5,min_cos=0.75)",0.0,seed=execution host job;sim=1.000,1,1,1,1,host,0.95,"job execution host is a type of host, as indicated in the evidence.",By copying data that is required by an application from the staging area to the job execution host.,"[""host job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""By copying data that is required by an application from the staging area to the job execution host."", ""View host information\n Controlling hosts\n Connecting to a job execution host or container\n Use the battach command to connect (attach) to a job execution host or container for debugging or general connectivity purposes.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""job execution host is a type of host, as indicated in the evidence."",
""evidence_sentence"": ""By copying data that is required by an application from the staging area to the job execution host.""
}",2026-01-29T23:21:45Z
4020,4020,host parallel job,host job,"embed_expand(k=5,min_cos=0.75)",0.0,seed=execution host job;sim=0.999,1,1,1,1,host job,0.95,The given child term 'host parallel job' is a type of 'host job' as per the provided evidence.,Distribute job slots for a multiple host parallel job according to free CPUs.,"[""host job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Distribute job slots for a multiple host parallel job according to free CPUs."", ""You can optionally specify the number of CPUs required per host for multiple host parallel jobs. The #num_cpus option distributes job slots\naccording the number of CPUs on the host. If the #num_cpus option is not deﬁned, or if the #num_cpus option is greater than the number of\nstatic CPUs on the host (or the number of free CPUs if -c is speciﬁed), LSF distributes job slots according to the number of static CPUs on the\nhost.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host job"",
""confidence"": 0.95,
""reason"": ""The given child term 'host parallel job' is a type of 'host job' as per the provided evidence."",
""evidence_sentence"": ""Distribute job slots for a multiple host parallel job according to free CPUs.""
}",2026-01-29T23:21:45Z
4021,4021,host particular job,host job,"embed_expand(k=5,min_cos=0.75)",0.0,seed=execution host job;sim=0.999,1,1,1,1,host job,1.0,host job is a valid parent term for 'host particular job',,"[""host job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host job"",
""confidence"": 1.0,
""reason"": ""host job is a valid parent term for 'host particular job'"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4022,4022,linux arm,pam,"embed_expand(k=5,min_cos=0.75)",0.0,seed=linux pam;sim=1.000,1,1,1,1,none,1.0,"Linux ARM is a type of operating system, which is a type of host system. PAM (Pluggable Authentication Modules) is not a type of operating system, but a framework for authentication, so it is not a suitable parent. Since the child term is already correctly classified as a host, no better parent can be suggested.",,"[""pam"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""This\ncommand is not supported on Linux ARM."", ""This command is\nnot supported on Linux ARM.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Linux ARM is a type of operating system, which is a type of host system. PAM (Pluggable Authentication Modules) is not a type of operating system, but a framework for authentication, so it is not a suitable parent. Since the child term is already correctly classified as a host, no better parent can be suggested."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4023,4023,linux ppc64le,pam,"embed_expand(k=5,min_cos=0.75)",0.0,seed=linux pam;sim=1.000,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"LSF for the following platforms is compiled and linked with the library and header ﬁle for hwloc, Version 1.11.8, and detects most of the latest
hardware without enabling this feature:
Linux x64 Kernel 2.6, glibc 2.5
Lin","[""pam"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LSF for the following platforms is compiled and linked with the library and header ﬁle for hwloc, Version 1.11.8, and detects most of the latest\nhardware without enabling this feature:\nLinux x64 Kernel 2.6, glibc 2.5\nLinux x64 Kernel 3.10, glibc 2.17\nLinux ppc64le Kernel 3.10, glibc 2.17\nLinux ARMv8 Kernel 3.12, glibc 2.17\nWindows\nAll other platforms use hwloc, Version 1.8."", ""Linux 64-bit\nLinux x86_64\nLinux PPC64LE\nInterim ﬁxes are available for the systems that are affected by the ﬁx.""]",,2026-01-29T23:21:45Z
4024,4024,unix linux,pam,"embed_expand(k=5,min_cos=0.75)",0.0,seed=linux pam;sim=0.999,1,1,1,1,none,1.0,"Both unix and linux are operating systems, and pam is a common authentication framework used by various operating systems, including unix and linux; therefore, unix/linux IS-A pam is valid.",,"[""pam"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both unix and linux are operating systems, and pam is a common authentication framework used by various operating systems, including unix and linux; therefore, unix/linux IS-A pam is valid.""
}",2026-01-29T23:21:45Z
4025,4025,elim executable host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=external host group;sim=0.999,1,1,1,1,host group,0.9,"An 'elim executable host' is a host in a host group, so the is-a relation is valid.",,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 0.9,
""reason"": ""An 'elim executable host' is a host in a host group, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4026,4026,order candidate host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=external host group;sim=0.999,1,1,1,1,host group,0.9,"The term 'order candidate host' can be considered a part of host group management, as it relates to organizing and prioritizing hosts for a group.",Using slots to order candidate hosts may not always improve the utilization of whole cluster.,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Using slots to order candidate hosts may not always improve the utilization of whole cluster."", ""To resolve this problem, use ! at the beginning of the order section to force the scheduler to re-order candidate host lists for jobs in\nthe later scheduling phase:""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 0.9,
""reason"": ""The term 'order candidate host' can be considered a part of host group management, as it relates to organizing and prioritizing hosts for a group."",
""evidence_sentence"": ""Using slots to order candidate hosts may not always improve the utilization of whole cluster.""
}",2026-01-29T23:21:45Z
4027,4027,dynamic host host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host host group;sim=0.999,1,1,1,1,host group,0.95,A dynamic host host is a part of a host group in HPC systems.,,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 0.95,
""reason"": ""A dynamic host host is a part of a host group in HPC systems."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4028,4028,unavailable host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host host group;sim=0.999,1,1,1,1,host,0.95,"An unavailable host is a type of host, as indicated in the evidence.",LSF can quickly update the host status and reschedule any rerunnable jobs that were running on the unavailable hosts.,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LSF can quickly update the host status and reschedule any rerunnable jobs that were running on the unavailable hosts."", ""Starting in Fix\nPack 14, you can mark these unavailable hosts using the lsadmin expire command; then, LSF removes these hosts based on this\nLSF_DYNAMIC_HOST_TIMEOUT settings.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""An unavailable host is a type of host, as indicated in the evidence."",
""evidence_sentence"": ""LSF can quickly update the host status and reschedule any rerunnable jobs that were running on the unavailable hosts.""
}",2026-01-29T23:21:45Z
4029,4029,management host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host host group;sim=0.999,1,1,1,1,host group,1.0,A management host is a type of host group in HPC systems.,"Procedure
On the LSF management host, verify that the ebrokerd daemon process is running after the resource connector is enabled.","[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Procedure\nOn the LSF management host, verify that the ebrokerd daemon process is running after the resource connector is enabled."", ""Edit the user_data.sh script ﬁle for each cloud provider:\ni. LIM on the LSF management host retrieves the VM_TYPE ﬁeld.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 1.0,
""reason"": ""A management host is a type of host group in HPC systems."",
""evidence_sentence"": ""Procedure\nOn the LSF management host, verify that the ebrokerd daemon process is running after the resource connector is enabled.""
}",2026-01-29T23:21:45Z
4030,4030,powerful management host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host host group;sim=0.999,1,1,1,1,host group,1.0,A powerful management host is a type of host group.,,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Management host selection\n To achieve the highest degree of performance and scalability, use a powerful management host."", ""Management host selection\nTo achieve the highest degree of performance and scalability, use a powerful management host.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 1.0,
""reason"": ""A powerful management host is a type of host group."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4031,4031,individual lsf host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf host group;sim=1.000,1,1,1,1,host,0.95,"An individual LSF host is a type of host, and the proposed parent 'host group' is not a suitable parent as it is a group of hosts.",Different LSF hosts in the cluster can use different versions of cgroup as long as each individual LSF host is only running one version of cgroup.,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Different LSF hosts in the cluster can use different versions of cgroup as long as each individual LSF host is only running one version of cgroup."", ""Different LSF hosts in the cluster can use different versions of cgroup as long as each individual LSF host is only running one version of cgroup.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""An individual LSF host is a type of host, and the proposed parent 'host group' is not a suitable parent as it is a group of hosts."",
""evidence_sentence"": ""Different LSF hosts in the cluster can use different versions of cgroup as long as each individual LSF host is only running one version of cgroup.""
}",2026-01-29T23:21:45Z
4032,4032,valid lsf host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf host group;sim=1.000,1,1,1,1,host,0.95,"Both child_term and proposed_parent are classes in the HPC scheduler ontology, and the evidence does not suggest a need for a different parent.",,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Valid values\nAny valid LSF host name."", ""Valid values\nAny valid LSF host name.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.95,
""reason"": ""Both child_term and proposed_parent are classes in the HPC scheduler ontology, and the evidence does not suggest a need for a different parent."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4033,4033,lsf client host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf host group;sim=1.000,1,1,1,1,host,0.9,"An LSF client host is a type of host, so the proposed parent 'host group' is not the best parent, but the parent 'host' is.",LSF client hosts are a type of host.,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Jobs that are submitted from LSF client hosts should specify the -f option only if rcp is allowed. Similarly, rcp must be allowed if account mapping is\nused."", ""LSF client hosts do not run RES, so the lsrcp command cannot contact RES on the submission host.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 0.9,
""reason"": ""An LSF client host is a type of host, so the proposed parent 'host group' is not the best parent, but the parent 'host' is."",
""evidence_sentence"": ""LSF client hosts are a type of host.""
}",2026-01-29T23:21:45Z
4034,4034,lsf dynamic host,host group,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf host group;sim=0.999,1,1,1,1,host group,0.95,"An LSF dynamic host is a type of host that can be dynamically added or removed from a host group, so it is a valid child of a host group.",Enhancements for dynamic hosts include: Schedule jobs to the proper dynamic hosts The LSF dynamic host framework has been enhanced to ensure that jobs are always dispatched to the proper dynamic hosts.,"[""host group"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Enhancements for dynamic hosts include:\nSchedule jobs to the proper dynamic hosts\nThe LSF dynamic host framework has been enhanced to ensure that jobs are always dispatched to the proper dynamic hosts.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host group"",
""confidence"": 0.95,
""reason"": ""An LSF dynamic host is a type of host that can be dynamically added or removed from a host group, so it is a valid child of a host group."",
""evidence_sentence"": ""Enhancements for dynamic hosts include: Schedule jobs to the proper dynamic hosts The LSF dynamic host framework has been enhanced to ensure that jobs are always dispatched to the proper dynamic hosts.""
}",2026-01-29T23:21:45Z
4035,4035,external resource,static resource,"embed_expand(k=5,min_cos=0.75)",0.0,seed=external static resource;sim=1.000,1,1,1,1,static resource,1.0,"The provided evidence states that 'External static load indices report the values of static external resources'. Since 'external resource' is a type of 'static resource', the is-a relation is valid.",External static load indices report the values of static external resources.,"[""static resource"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""External static load indices\n External static load indices report the values of static external resources. A static external resource is a user-deﬁned resource which, once\ndetected by LIM at start-up time, has a value that does not change, therefore, deﬁne an initial value for these resources. Use the external\nstatic load indices feature to make the values of user-deﬁned static numeric or string resources available to LSF or to override the user-\ndeﬁned static resources."", ""External static load indices\nExternal static load indices report the values of static external resources. A static external resource is a user-deﬁned resource which, once detected\nby LIM at start-up time, has a value that does not change, therefore, deﬁne an initial value for these resources. Use the external static load indices\nfeature to make the values of user-deﬁned static numeric or string resources available to LSF or to override the user-deﬁned static resources.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""static resource"",
""confidence"": 1.0,
""reason"": ""The provided evidence states that 'External static load indices report the values of static external resources'. Since 'external resource' is a type of 'static resource', the is-a relation is valid."",
""evidence_sentence"": ""External static load indices report the values of static external resources.""
}",2026-01-29T23:21:45Z
4036,4036,dynamic external resource,static resource,"embed_expand(k=5,min_cos=0.75)",0.0,seed=external static resource;sim=1.000,1,1,1,1,resource,0.95,"The provided evidence mentions 'dynamic external resource' and 'ResourceMap section', indicating that 'dynamic external resource' is a type of 'resource'.","A dynamic external resource is a customer-defined resource with a numeric value that changes over time, such as the space available in a directory. Use the external load indices feature to make the values of dynamic external resources available to LSF, or to override the values reported for an LSF built-in load index.","[""static resource"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Adding new resources to your cluster\n Conﬁguring the lsf.shared resource section\n Conﬁguring lsf.cluster.cluster_name Host section\n Conﬁguring lsf.cluster.cluster_name ResourceMap section\n Reserving a static shared resource\n External load indices\n External load indices report the values of dynamic external resources."", ""A dynamic external resource is a customer-deﬁned resource with a\nnumeric value that changes over time, such as the space available in a directory. Use the external load indices feature to make the values of\ndynamic external resources available to LSF, or to override the values reported for an LSF built-in load index.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 0.95,
""reason"": ""The provided evidence mentions 'dynamic external resource' and 'ResourceMap section', indicating that 'dynamic external resource' is a type of 'resource'."",
""evidence_sentence"": ""A dynamic external resource is a customer-defined resource with a numeric value that changes over time, such as the space available in a directory. Use the external load indices feature to make the values of dynamic external resources available to LSF, or to override the values reported for an LSF built-in load index.""
}",2026-01-29T23:21:45Z
4037,4037,job scheduling dispatch,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job scheduling policy;sim=1.000,1,1,1,1,scheduling policy,1.0,job scheduling dispatch is a type of scheduling policy.,,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 1.0,
""reason"": ""job scheduling dispatch is a type of scheduling policy."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4038,4038,job scheduling,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job scheduling policy;sim=1.000,1,1,1,1,scheduling policy,1.0,"Both child and proposed parent are classes, and the evidence supports the is-a relation.",Global fair share scheduling is a new LSF job scheduling policy.,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""This is fair just from cluster cluster1's perspective. But from global perspective, if OrgA is using\nmore resources than OrgB in cluster2 and cluster3 now, it is unfair for OrgB. To improve the resource usage fairness among clusters, a new LSF\nfeature Global fair share Scheduling is introduced. Global fair share scheduling is a new LSF job scheduling policy, under which job scheduling order\nof competitors is determined by resource usage among clusters."", ""Deﬁnitions used in this section\nGlobal fair share scheduling\nA job scheduling policy based on queue-level user-based fair share scheduling policy.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the evidence supports the is-a relation."",
""evidence_sentence"": ""Global fair share scheduling is a new LSF job scheduling policy.""
}",2026-01-29T23:21:45Z
4039,4039,scheduling session job,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=job scheduling policy;sim=1.000,1,1,1,1,scheduling policy,1.0,A scheduling session is a type of scheduling policy.,,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 1.0,
""reason"": ""A scheduling session is a type of scheduling policy."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4040,4040,scheduling feature,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=fcfs scheduling policy;sim=1.000,1,1,1,1,scheduling policy,0.95,A scheduling feature is a type of scheduling policy.,IBM Spectrum LSF energy aware scheduling,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""IBM Spectrum LSF energy aware scheduling\nConﬁgure, manage, and use IBM Spectrum LSF energy-aware scheduling features for large-scale LSF installations, where the energy\nrequirements for operating large systems are becoming a signiﬁcant factor in the overall cost of these systems."", ""bentags\n Queries or removes information about the energy policy tag from the mbatchd daemon, which is saved in the energy-aware scheduling\ndatabase. Used with energy policy, or energy aware scheduling feature.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 0.95,
""reason"": ""A scheduling feature is a type of scheduling policy."",
""evidence_sentence"": ""IBM Spectrum LSF energy aware scheduling""
}",2026-01-29T23:21:45Z
4041,4041,configure lsf startup,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf scheduling policy;sim=0.999,1,1,1,1,scheduling policy,1.0,The term 'configure lsf startup' can be considered a scheduling policy as it relates to the configuration of how LSF starts up.,,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 1.0,
""reason"": ""The term 'configure lsf startup' can be considered a scheduling policy as it relates to the configuration of how LSF starts up."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4042,4042,lsf integration package,scheduling policy,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf scheduling policy;sim=0.999,1,1,1,1,scheduling policy,1.0,An integration package for LSF can be considered a type of scheduling policy.,,"[""scheduling policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling policy"",
""confidence"": 1.0,
""reason"": ""An integration package for LSF can be considered a type of scheduling policy."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4043,4043,parallel job lsf,job process,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf job process;sim=0.999,1,1,1,1,job process,1.0,parallel job is a type of job process.,,"[""job process"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job process"",
""confidence"": 1.0,
""reason"": ""parallel job is a type of job process.""
}",2026-01-29T23:21:45Z
4044,4044,job submission lsf,job process,"embed_expand(k=5,min_cos=0.75)",0.0,seed=lsf job process;sim=0.999,1,1,1,1,job process,1.0,"job submission is a process of submitting a job, so it is-a job process.",,"[""job process"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job process"",
""confidence"": 1.0,
""reason"": ""job submission is a process of submitting a job, so it is-a job process."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4045,4045,process parallel job,job process,"embed_expand(k=5,min_cos=0.75)",0.0,seed=feature job process;sim=1.000,1,1,1,1,job process,1.0,"A process parallel job is a type of job, so the proposed parent 'job process' is correct.",,"[""job process"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job process"",
""confidence"": 1.0,
""reason"": ""A process parallel job is a type of job, so the proposed parent 'job process' is correct."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4046,4046,field name order,feature_list,"embed_expand(k=5,min_cos=0.75)",0.0,seed=feature name feature_list;sim=0.999,1,1,1,1,feature_list,1.0,A 'field name order' is a feature of a 'feature list',,"[""feature_list"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""feature_list"",
""confidence"": 1.0,
""reason"": ""A 'field name order' is a feature of a 'feature list'"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4047,4047,scheduling feature,feature_list,"embed_expand(k=5,min_cos=0.75)",0.0,seed=feature name feature_list;sim=0.999,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"IBM Spectrum LSF energy aware scheduling
Conﬁgure, manage, and use IBM Spectrum LSF energy-aware scheduling features for large-scale LSF installations, where the energy
requirements for operating large systems are becomi","[""feature_list"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""IBM Spectrum LSF energy aware scheduling\nConﬁgure, manage, and use IBM Spectrum LSF energy-aware scheduling features for large-scale LSF installations, where the energy\nrequirements for operating large systems are becoming a signiﬁcant factor in the overall cost of these systems."", ""bentags\n Queries or removes information about the energy policy tag from the mbatchd daemon, which is saved in the energy-aware scheduling\ndatabase. Used with energy policy, or energy aware scheduling feature.""]",,2026-01-29T23:21:45Z
4048,4048,remote job,result,"embed_expand(k=5,min_cos=0.75)",0.0,seed=remote job result;sim=1.000,1,1,1,1,job,0.9,"A remote job is a type of job, so the proposed parent 'job' is correct.",numRmtCtrlResult2 (%s): Number of remote job modification sessions that are generated by this modify request. JobIDs are recorded in an array index range format.,"[""result"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""numRmtCtrlResult2 (%s): Number of remote job modiﬁcation sessions that are generated by this modify request. JobIDs\nare recorded in an array index range format."", ""rmtCtrlResult2 (%s): Remote job modiﬁcation records.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 0.9,
""reason"": ""A remote job is a type of job, so the proposed parent 'job' is correct."",
""evidence_sentence"": ""numRmtCtrlResult2 (%s): Number of remote job modification sessions that are generated by this modify request. JobIDs are recorded in an array index range format.""
}",2026-01-29T23:21:45Z
4049,4049,result job,result,"embed_expand(k=5,min_cos=0.75)",0.0,seed=remote job result;sim=0.999,1,1,1,1,result,1.0,"A job results in a result, so the is-a relation is valid.",,"[""result"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""result"",
""confidence"": 1.0,
""reason"": ""A job results in a result, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
4050,4050,time job submission,result,"embed_expand(k=5,min_cos=0.75)",0.0,seed=remote job result;sim=0.999,1,1,1,1,none,1.0,"Both child and proposed parent are classes, and the child term is-a valid instance of the proposed parent based on the given input.",,"[""result"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the child term is-a valid instance of the proposed parent based on the given input.""
}",2026-01-29T23:21:45Z
4051,4051,type host,model,"embed_expand(k=5,min_cos=0.75)",0.0,seed=host model;sim=0.999,1,1,1,1,host,1.0,"The given evidence mentions 'type host', which is a configuration type for a host. The proposed parent 'model' is also a configuration type and a valid parent for 'host'. However, since 'host' is explicitly mentioned in the evidence, it is the best parent.","Index Measures Units Determined by
type host type string configuration","[""model"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Static resources reported by LIM\nIndex Measures Units Determined by\ntype host type string conﬁguration\nmodel host model string conﬁguration\nhname host name string conﬁguration\ncpuf CPU factor relative conﬁguration\nserver host can run remote jobs Boolean conﬁguration\nrexpri execution priority nice(2) argumentconﬁguration\nncpus number of processors processors LIM\nndisks number of local disks disks LIM\nnprocs number of physical processors processors LIM\nncores number of cores per physical processorcores LIM\nnthreads number of threads per processor core threads LIM\nmaxmem maximum RAM MB LIM\nmaxswp maximum swap space MB LIM\nmaxtmp maximum space in /tmp""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""The given evidence mentions 'type host', which is a configuration type for a host. The proposed parent 'model' is also a configuration type and a valid parent for 'host'. However, since 'host' is explicitly mentioned in the evidence, it is the best parent."",
""evidence_sentence"": ""Index Measures Units Determined by\ntype host type string configuration""
}",2026-01-29T23:21:45Z
